,index,track_id,streams,country,artists,artist_genres,duration,name,date,acousticness,danceability,duration_ms,instrumentalness,key,energy,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key_normalized,tempo_normalized,time_signature_normalized,embedding_0,embedding_1
14,47.0,6nCdW7lwO9AlPOepk689AF,45403,at,"['Jason Derulo', '2 Chainz']","['pop rap', 'gangster rap', 'southern hip hop', 'atl hip hop', 'pop', 'rap', 'dance pop', 'edm', 'trap', 'hip hop', 'post-teen pop']",177685,Talk Dirty (feat. 2 Chainz),2014/01,0.0348,0.76,177685,0.0,6,0.652,0.307,-7.321,1,0.232,100.315,4,0.759,0.5454545454545454,0.3134566774329448,0.75,7.567878,11.178883
15,32.0,5pqF0qKSQCEq5mt5CFEXoq,44605,at,['Alligatoah'],['german pop'],218964,Willst du,2014/01,0.631,0.733,218964,0.0,11,0.751,0.149,-6.171,1,0.0828,126.018,4,0.701,1.0,0.4638510508823667,0.75,10.445114,9.31439
16,48.0,6oDPg7fXW3Ug3KmbafrXzA,42672,at,['Miley Cyrus'],"['dance pop', 'pop', 'post-teen pop']",223240,Wrecking Ball,2014/01,0.395,0.466,223240,0.0,5,0.403,0.111,-6.142,1,0.0337,119.81,4,0.337,0.45454545454545453,0.42752656462107386,0.75,8.664914,4.185263
17,29.0,5fHmnwcuWXBj2sHJZd4NGx,41619,at,['Martin Garrix'],"['edm', 'dutch edm', 'pop', 'electro house', 'progressive house', 'pop dance', 'dance pop', 'tropical house']",176117,Animals - Radio Edit,2014/01,0.00137,0.593,176118,0.445,1,0.914,0.0714,-5.351,1,0.0363,128.015,4,0.0381,0.09090909090909091,0.4755359734119739,0.75,5.0206904,4.2727246
18,46.0,6lxTIMeCLEkj48TlCRG3XX,38011,at,['Marteria'],['german hip hop'],229573,Kids (2 Finger an den Kopf),2014/01,0.142,0.801,229573,0.00107,5,0.77,0.27,-3.38,0,0.133,80.013,4,0.448,0.45454545454545453,0.19466484108037263,0.75,7.104834,10.474921
19,25.0,5Wd2bfQ7wc6GgSa32OmQU3,34393,at,['One Direction'],"['pop', 'talent show', 'boy band', 'post-teen pop']",244560,Story of My Life,2014/01,0.242,0.606,244560,0.0,3,0.663,0.145,-5.705,1,0.0473,120.967,4,0.293,0.2727272727272727,0.43429644712821236,0.75,7.8067756,6.511107
20,9.0,2tpWsVSb9UEmDRxAl1zhX1,33621,at,['OneRepublic'],"['piano rock', 'pop']",257266,Counting Stars,2014/01,0.0654,0.664,257267,0.0,1,0.705,0.118,-4.972,0,0.0382,122.016,4,0.477,0.09090909090909091,0.44043439591817635,0.75,6.954503,6.6760807
21,33.0,5snyhxAh55A2wlNRH7VVZJ,32841,at,"['Tom Odell', 'Zwette']","['pop', 'chill pop', 'german house']",394573,Another Love - Zwette Edit,2014/01,0.0802,0.87,394573,0.0739,4,0.554,0.115,-5.828,0,0.0635,123.998,4,0.462,0.36363636363636365,0.4520315498759538,0.75,9.409574,7.238788
22,27.0,5b88tNINg4Q4nrRbrCXUmg,30676,at,['Pharrell Williams'],"['pop rap', 'hip hop']",232720,"Happy - From ""Despicable Me 2""",2014/01,0.219,0.647,232720,0.0,5,0.822,0.0908,-4.662,0,0.183,160.019,4,0.962,0.45454545454545453,0.6627989982680336,0.75,12.049504,11.002396
23,12.0,3bidbhpOYeV4knp8AIu8Xn,29099,at,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['pop rap', 'dance pop', 'seattle hip hop', 'pop']",258342,Can't Hold Us (feat. Ray Dalton),2014/01,0.0291,0.641,258343,0.0,2,0.922,0.0862,-4.457,1,0.0786,146.078,4,0.847,0.18181818181818182,0.5812268876094182,0.75,9.581898,13.332583
24,39.0,6GRDI9suQHikFP6euIXnpq,28767,at,['Family of the Year'],['stomp and holler'],190280,Hero,2014/01,0.213,0.341,190280,6.44e-05,5,0.539,0.109,-5.76,1,0.0265,174.564,4,0.267,0.45454545454545453,0.7479052567523288,0.75,5.5874243,7.6265297
25,37.0,6Ep6BzIOB9tz3P4sWqiiAB,28650,at,['Imagine Dragons'],"['modern rock', 'rock']",186813,Radioactive,2014/01,0.119,0.473,186813,7.87e-05,9,0.777,0.671,-3.698,1,0.059,136.249,4,0.21,0.8181818181818182,0.5237150681084117,0.75,5.5568185,11.918106
26,38.0,6F5c58TMEs1byxUstkzVeM,27699,at,['Katy Perry'],"['dance pop', 'pop']",223546,Roar,2014/01,0.00487,0.554,223546,6.6e-06,7,0.772,0.354,-4.821,0,0.0418,179.984,4,0.455,0.6363636363636364,0.7796189673734963,0.75,5.857159,9.090809
27,58.0,7jtQIBanIiJOMS6RyCx6jZ,27179,at,['Tom Odell'],"['chill pop', 'pop']",244360,Another Love,2014/01,0.717,0.442,244360,2.95e-05,4,0.538,0.09,-8.55,0,0.0451,122.758,4,0.139,0.36363636363636365,0.44477601460469035,0.75,9.176405,3.9670148
28,62.0,7ueP5u2qkdZbIPN2YA6LR0,26751,at,['AWOLNATION'],"['modern alternative rock', 'la indie', 'modern rock', 'rock', 'stomp pop']",259093,Sail,2014/01,0.441,0.826,259093,0.615,1,0.436,0.0964,-9.583,1,0.0558,119.051,4,0.272,0.09090909090909091,0.423085474886486,0.75,4.830586,4.028068
29,56.0,7Fw5i56my24ZBnGS7hFX2n,26695,at,['Bastille'],"['modern rock', 'metropopolis', 'pop', 'pop rock']",214147,Pompeii,2014/01,0.0749,0.681,214148,0.0,9,0.709,0.266,-6.488,1,0.041,127.44,4,0.591,0.8181818181818182,0.4721715114918317,0.75,7.2916293,9.953423
30,41.0,6NPVjNh8Jhru9xOmyQigds,26685,at,['Pharrell Williams'],"['pop rap', 'hip hop']",233305,Happy,2014/01,0.286,0.652,233305,0.0,1,0.757,0.0886,-6.819,1,0.153,159.911,4,0.962,0.09090909090909091,0.6621670645508589,0.75,12.226162,11.299647
31,57.0,7HC3sppue0re7HPfo5zscF,25093,at,['Avicii'],"['pop rap', 'dance pop', 'pop dance', 'edm', 'pop']",233346,You Make Me,2014/01,0.00247,0.586,233347,0.0107,6,0.727,0.152,-4.799,1,0.039,124.99,4,0.496,0.5454545454545454,0.45783597809296445,0.75,7.5154805,8.270217
32,36.0,6B8CAgQ38mWf7xTvFtC0BB,25081,at,['Ellie Goulding'],"['pop', 'indietronica', 'uk pop', 'post-teen pop', 'metropopolis', 'electropop', 'dance pop', 'edm']",231211,Burn,2014/01,0.258,0.309,231212,0.0,1,0.775,0.102,-4.915,1,0.0546,84.731,4,0.279,0.09090909090909091,0.22227098253990543,0.75,7.2333455,7.411707
33,6.0,1FCQEg7wOK9IIBuxx63krr,22975,at,['Macklemore'],"['pop rap', 'seattle hip hop']",246213,And We Danced (feat. Ziggy Stardust),2014/01,0.456,0.758,246213,0.0,5,0.677,0.0954,-6.598,1,0.0782,124.998,4,0.713,0.45454545454545453,0.4578827879979404,0.75,10.389992,10.848776
34,16.0,4MJlgdrGLaayCTPtdn0kII,22898,at,"['Lady Gaga', 'R. Kelly']","['dance pop', 'art pop', 'pop']",227306,Do What U Want,2014/01,0.311,0.797,227307,9.19e-06,9,0.821,0.0952,-4.387,1,0.0692,97.476,4,0.567,0.8181818181818182,0.2968450124046248,0.75,10.006382,9.013252
35,0.0,009ImBOrIUlWgla8U05RAC,22409,at,['Katy Perry'],"['dance pop', 'pop']",228878,Unconditionally,2014/01,0.00273,0.432,228879,0.0,7,0.725,0.208,-4.862,1,0.0431,128.902,4,0.353,0.6363636363636364,0.48072602162617606,0.75,6.8407135,8.085387
36,18.0,4N5TCcb3z1emeqmg5JCCI3,22153,at,['Birdy'],"['pop', 'uk pop']",252106,Wings,2014/01,0.0831,0.474,252107,0.0,7,0.707,0.162,-4.534,1,0.0253,83.235,4,0.224,0.6363636363636364,0.21351753030941348,0.75,7.6414385,7.6513705
37,55.0,7DFNE7NO0raLIUbgzY2rzm,21965,at,['Passenger'],"['neo mellow', 'folk-pop']",252866,Let Her Go,2014/01,0.385,0.509,252867,0.0,7,0.538,0.104,-7.335,1,0.0572,75.089,4,0.244,0.6363636363636364,0.16585334456771053,0.75,8.601256,4.9052486
38,52.0,766RKRQ1ZJjmdBQ9y54HKj,21408,at,['Martin Garrix'],"['edm', 'dutch edm', 'pop', 'electro house', 'progressive house', 'pop dance', 'dance pop', 'tropical house']",304240,Animals - Original Mix,2014/01,0.00138,0.674,304240,0.699,1,0.866,0.383,-6.384,1,0.0386,128.012,4,0.0376,0.09090909090909091,0.47551841969760805,0.75,4.7378283,3.9973683
39,7.0,2Foc5Q5nqNiosCNqttzHof,20289,at,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']","['pop rap', 'filter house', 'disco', 'electro', 'hip hop']",248413,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2014/01,0.0426,0.794,248413,1.07e-06,6,0.811,0.101,-8.966,0,0.038,116.047,4,0.862,0.5454545454545454,0.4055083555680382,0.75,9.390292,10.595985
40,43.0,6XpfrI2hjCWLyOFAuLJ83z,19569,at,['Imagine Dragons'],"['modern rock', 'rock']",192280,On Top Of The World,2014/01,0.0841,0.631,192280,3.59e-06,0,0.924,0.084,-5.589,1,0.146,100.045,4,0.755,0.0,0.31187684314000846,0.75,9.054132,12.881847
41,49.0,6oZDct1pcrRPMnNvP0OXea,16277,at,"['Robin Thicke', 'T.I.', 'Pharrell Williams']","['pop rap', 'gangster rap', 'southern hip hop', 'urban contemporary', 'contemporary r&b', 'neo soul', 'hip pop', 'r&b', 'dirty south rap', 'dance pop', 'atl hip hop', 'trap', 'hip hop', 'rap']",263826,Blurred Lines,2014/01,0.00334,0.853,263827,7.93e-06,7,0.599,0.0759,-4.756,1,0.0411,119.993,4,0.843,0.6363636363636364,0.42859734119739734,0.75,10.171721,9.74005
42,44.0,6Z8R6UsFuGXGtiIxiD8ISb,15311,at,['Capital Cities'],"['modern rock', 'metropopolis']",192789,Safe And Sound,2014/01,0.000176,0.655,192790,0.00374,0,0.819,0.104,-4.852,1,0.0316,117.956,5,0.766,0.0,0.4166783691429107,1.0,9.324354,13.068279
43,21.0,4nZtskxEMamsdUxhWOQkO2,15200,at,['Helene Fischer'],"['classic schlager', 'schlager']",219466,Atemlos durch die Nacht,2014/01,0.045,0.796,219467,1.25e-06,11,0.738,0.156,-4.851,1,0.0465,128.043,4,0.856,1.0,0.47569980807938966,0.75,9.719542,9.897098
44,63.0,7v6EVHw0iUL8ww77IaoLCZ,14693,at,['John Newman'],['dance pop'],239894,Love Me Again,2014/01,0.00393,0.497,239894,0.000562,2,0.888,0.0968,-4.715,0,0.0452,126.046,4,0.236,0.18181818181818182,0.4640148855497824,0.75,6.5030026,6.9385486
45,13.0,3et1SjQkOhOSUl9vzfDzlx,11321,at,['Flo Rida'],"['pop', 'dance pop', 'pop rap', 'edm', 'miami hip hop']",169557,How I Feel,2014/01,0.106,0.637,169557,0.0,7,0.955,0.422,-1.691,0,0.112,127.985,4,0.613,0.6363636363636364,0.47536043626831437,0.75,6.9410048,10.689199
46,20.0,4Xwc1BeG6HewR0D56oBdFr,11175,at,['My Fearless Friend'],[],179500,Ich Erkenne Mich Nicht,2014/01,2.53e-05,0.367,179500,5.52e-06,2,0.901,0.0602,-5.713,1,0.0444,155.052,4,0.571,0.18181818181818182,0.633735898516126,0.75,6.155344,7.395657
47,23.0,5HOpkTTVcmZHnthgyxrIL8,10823,at,['Ylvis'],['comic'],213708,The Fox (What Does the Fox Say?),2014/01,0.107,0.703,213708,0.0,6,0.867,0.119,-4.292,1,0.0453,128.008,4,0.546,0.5454545454545454,0.4754950147451201,0.75,8.27106,9.413848
48,14.0,3pm1X3oQBKQ4vcp3i9PWRg,10436,at,['Bastille'],"['metropopolis', 'modern rock', 'pop', 'pop rock']",240746,Things We Lost In The Fire,2014/01,0.0636,0.587,240747,0.0,4,0.918,0.267,-4.878,0,0.0581,134.055,4,0.629,0.36363636363636365,0.5108774516687732,0.75,6.712367,10.70781
49,24.0,5KcYtdjhsQrNNMjJOSAUEz,9681,at,['Lorde'],"['pop', 'yakut pop', 'nz pop', 'art pop', 'metropopolis']",193058,Team,2014/01,0.159,0.691,193059,0.0,6,0.575,0.271,-7.431,1,0.102,99.984,4,0.402,0.5454545454545454,0.3115199176145672,0.75,6.4875116,10.104533
53,18.0,4KtrE35pTuqwNc22QP58RT,422221,au,"['Flume', 'Chet Faker']","['downtempo', 'edm', 'australian electropop', 'australian dance', 'indietronica', 'art pop', 'australian indie']",221894,Drop the Game,2014/01,0.592,0.559,221895,0.000184,7,0.67,0.171,-4.985,1,0.0474,78.957,4,0.438,0.6363636363636364,0.1884859336235547,0.75,10.239631,5.750438
54,37.0,6jizk5lOUnfpaZXYMdfeC6,402129,au,['Jason Derulo'],"['pop rap', 'pop', 'dance pop', 'edm', 'post-teen pop']",217306,Trumpets,2014/01,0.563,0.627,217307,0.0,0,0.703,0.0962,-4.884,1,0.236,81.897,4,0.64,0.0,0.20568857370219543,0.75,13.312461,7.166945
55,14.0,3U4isOIWM3VvDubwSI3y7a,388473,au,['John Legend'],"['pop', 'pop soul', 'urban contemporary', 'neo soul', 'r&b']",269560,All of Me,2014/01,0.922,0.422,269560,0.0,8,0.264,0.132,-7.064,1,0.0322,119.93,4,0.331,0.7272727272727273,0.42822871319571226,0.75,9.469334,3.5080326
56,33.0,6RtPijgfPKROxEzTHNRiDp,374420,au,['MAGIC!'],"['reggae fusion', 'pop']",224840,Rude,2014/01,0.0422,0.773,224840,0.0,1,0.758,0.305,-4.993,1,0.0381,144.033,4,0.925,0.09090909090909091,0.5692611056499555,0.75,7.5146723,12.034242
64,25.0,5jrdCoLpJSvHHorevXBATy,309872,au,"['Katy Perry', 'Juicy J']","['pop rap', 'gangster rap', 'crunk', 'southern hip hop', 'pop', 'trap', 'dirty south rap', 'dance pop', 'memphis hip hop', 'hip hop', 'rap']",215672,Dark Horse,2014/01,0.00314,0.645,215672,0.0,6,0.585,0.165,-6.122,1,0.0513,131.931,4,0.353,0.5454545454545454,0.4984494218976736,0.75,8.117178,7.592318
66,52.0,7nBFpFa8ZFMUqzwPmWaD6u,299198,au,"['Drake', 'Majid Jordan']","['pop', 'canadian pop', 'canadian contemporary r&b', 'toronto rap', 'r&b', 'canadian hip hop', 'trap soul', 'hip hop', 'rap']",227880,"Hold On, We're Going Home",2014/01,0.00397,0.774,227880,3.12e-05,6,0.411,0.0722,-7.412,0,0.0948,100.002,4,0.275,0.5454545454545454,0.31162523990076296,0.75,9.668704,7.188498
67,56.0,7yq4Qj7cqayVTp3FF9CWbm,293254,au,['Vance Joy'],"['pop', 'folk-pop']",204280,Riptide,2014/01,0.431,0.484,204280,0.0,1,0.731,0.151,-6.694,1,0.0379,101.654,4,0.51,0.09090909090909091,0.3212914852782849,0.75,8.551332,5.2863216
72,43.0,74fpNVAJrKGQuqHETi4WSt,210216,au,['Lorde'],"['pop', 'yakut pop', 'nz pop', 'art pop', 'metropopolis']",198907,Tennis Court,2014/01,0.0126,0.764,198907,9.51e-05,0,0.567,0.257,-8.585,1,0.0609,89.988,4,0.428,0.0,0.25303094134718906,0.75,6.0397983,10.3507805
74,3.0,0mBROFlYmakRrqsNvTTi8P,204632,au,['Enginarter'],[],127715,A Short Journey Through Time and Sound,2014/01,0.101,0.691,127716,0.523,5,0.522,0.0675,-14.447,1,0.0395,120.009,4,0.384,0.45454545454545453,0.42869096100734916,0.75,4.870677,4.103548
76,1.0,04cxAqa9ZgLwvEskosNVsB,202433,au,['Beyoncé'],"['dance pop', 'r&b', 'pop']",215946,XO,2014/01,0.171,0.47,215947,1.28e-06,0,0.792,0.313,-8.932,1,0.26,170.085,4,0.214,0.0,0.7216975612039508,0.75,14.338599,9.304243
80,16.0,3rq5w4bQGigXOfdN30ATJt,189765,au,['Arctic Monkeys'],"['permanent wave', 'modern rock', 'rock', 'garage rock', 'sheffield indie']",272394,Do I Wanna Know?,2014/01,0.186,0.548,272394,0.000263,5,0.532,0.217,-7.596,1,0.0323,85.03,4,0.405,0.45454545454545453,0.22402050273837945,0.75,8.460309,6.906937
81,10.0,2rOuCpkWsioxg8QNPMX9lB,183088,au,"['Rudimental', 'Emeli Sandé']","['edm', 'pop', 'uk dance', 'uk pop', 'house', 'uk funky', 'pop dance', 'neo soul', 'r&b', 'dance pop', 'tropical house']",216101,Free (feat. Emeli Sandé),2014/01,0.0367,0.66,216102,0.0352,0,0.598,0.165,-8.691,1,0.0631,109.957,4,0.159,0.0,0.3698743154051397,0.75,7.709384,6.1974516
82,53.0,7sFsNWk6TtO4D4XFUpzYMZ,179751,au,['Bastille'],"['modern rock', 'pop', 'metropopolis', 'pop rock']",217273,Of The Night,2014/01,0.0174,0.667,217274,0.000437,5,0.825,0.0949,-7.232,0,0.0436,124.973,4,0.339,0.45454545454545453,0.4577365070448907,0.75,7.6906962,8.356968
83,32.0,6PUIzlqotEmPuBfjbwYWOB,176238,au,"['Lana Del Rey', 'Cedric Gervais']","['art pop', 'electro house', 'pop', 'edm']",214912,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2014/01,0.0157,0.572,214912,6.53e-06,1,0.81,0.13,-5.791,0,0.0558,126.052,4,0.11,0.09090909090909091,0.4640499929785143,0.75,6.527641,6.8503246
87,21.0,5EmCpD8tUj78VW3kgaEjME,166182,au,"['Beyoncé', 'JAY-Z']","['pop', 'r&b', 'east coast hip hop', 'dance pop', 'hip hop', 'rap']",323480,Drunk in Love (feat. Jay-Z),2014/01,0.00969,0.589,323480,0.00104,5,0.621,0.181,-6.902,0,0.0468,140.03,4,0.401,0.45454545454545453,0.5458385994476431,0.75,7.5073695,7.534437
88,7.0,1CRFWfZEfLCs7pYDlXFYMJ,157841,au,['Flume'],"['downtempo', 'edm', 'australian electropop', 'australian dance', 'australian indie']",154414,Holdin On,2014/01,0.17,0.43,154414,0.0,8,0.436,0.128,-4.816,1,0.119,90.053,4,0.217,0.7272727272727273,0.2534112718251182,0.75,8.225504,5.2431393
91,51.0,7LA5YZPyUAxk8ZrmPas1yV,150051,au,['London Grammar'],"['metropopolis', 'nottingham indie']",275440,Strong,2014/01,0.728,0.581,275440,2.48e-05,10,0.402,0.076,-11.637,1,0.0329,75.991,4,0.261,0.9090909090909091,0.17113116135374246,0.75,9.854531,3.8817215
92,6.0,0xIVvRmjztR1AwuHrkhH41,145345,au,['Avicii'],"['pop', 'pop rap', 'edm', 'pop dance', 'dance pop']",148386,Addicted To You,2014/01,0.0505,0.569,148387,1.12e-06,1,0.785,0.086,-4.057,0,0.0457,128.031,4,0.303,0.09090909090909091,0.47562959322192583,0.75,6.695628,6.8444777
95,36.0,6ZeDrQis0fe9cuipK35Nnw,109812,au,['MKTO'],"['dance pop', 'uk pop', 'pop rap', 'pop', 'pop rock', 'post-teen pop']",195840,God Only Knows,2014/01,0.0276,0.65,195840,1.08e-06,4,0.745,0.206,-3.969,1,0.028,114.965,4,0.649,0.36363636363636365,0.39917731592004874,0.75,8.172947,9.631982
96,47.0,7FrhwOIrUFQPqVxWOshqOt,88867,au,['Idina Menzel'],"['show tunes', 'hollywood']",223840,"Let It Go - From ""Frozen""/Soundtrack Version",2014/01,0.558,0.543,223840,0.0,8,0.485,0.12,-6.85,1,0.0305,136.961,4,0.371,0.7272727272727273,0.5278811496512663,0.75,9.083482,4.11325
99,2.0,05SBRd4fXgn8FX7bf8BCAE,72249,au,"['Calvin Harris', 'Ellie Goulding']","['pop', 'indietronica', 'progressive house', 'uk pop', 'post-teen pop', 'metropopolis', 'electro house', 'house', 'electropop', 'uk dance', 'dance pop', 'edm']",234506,I Need Your Love (feat. Ellie Goulding),2014/01,0.41,0.695,234507,0.0,8,0.869,0.237,-5.066,1,0.0483,124.989,4,0.58,0.7272727272727273,0.45783012685484253,0.75,8.66157,10.837157
107,10.0,2xMS1khdU5FHX1KEiNTVdi,1593030,de,"['DVBBS', 'Borgeous']","['pop edm', 'tropical house', 'dance pop', 'slap house', 'progressive house', 'electro house', 'progressive electro house', 'pop', 'canadian electronic', 'pop dance', 'edm']",236706,Tsunami,2014/01,0.0472,0.688,236707,0.643,4,0.844,0.0942,-5.353,0,0.0511,128.04,4,0.273,0.36363636363636365,0.4756822543650236,0.75,4.76757,4.0250635
115,60.0,7uc39NPTNiu86GQxTUMzGT,1139776,de,"['Kid Ink', 'Chris Brown']","['pop rap', 'southern hip hop', 'pop', 'r&b', 'dance pop', 'trap', 'hip hop', 'rap']",217800,Show Me (feat. Chris Brown),2014/01,0.0387,0.713,217800,0.0,7,0.519,0.134,-7.326,1,0.0566,98.098,4,0.64,0.6363636363636364,0.3004844825165005,0.75,8.978209,8.477267
122,34.0,66g6kq7GyCvIyldLb44AKT,877485,de,['Klingande'],"['tropical house', 'deep tropical house', 'deep house', 'pop dance', 'edm']",284346,Jubel - Original Mix,2014/01,0.209,0.704,284347,0.287,0,0.476,0.0748,-7.459,1,0.0414,124.996,4,0.179,0.0,0.45787108552169636,0.75,5.4741855,4.4425473
125,22.0,4s13TWaHxXfOIakZ8ZFa8e,806882,de,"['Sido', 'Mark Forster']","['german hip hop', 'german pop']",236628,Einer dieser Steine,2014/01,0.384,0.778,236629,1.93e-05,0,0.461,0.139,-9.192,1,0.0388,127.985,4,0.637,0.0,0.47536043626831437,0.75,9.919818,5.5513763
127,3.0,100EbPCjtuBNBcNxu7Wt6p,758696,de,"['Afrojack', 'Spree Wilson']","['dance pop', 'progressive house', 'pop rap', 'dutch house', 'progressive electro house', 'tropical house', 'electro house', 'edm', 'soul flow', 'big room', 'pop dance']",243753,The Spark,2014/01,0.134,0.629,243754,0.0,11,0.929,0.134,-3.745,1,0.0464,126.003,4,0.499,1.0,0.46376328231053693,0.75,7.573879,8.932646
132,43.0,6iVRoBnBCakPVqSNGRshSL,652036,de,['Eminem'],"['detroit hip hop', 'hip hop', 'rap']",272417,Survival,2014/01,0.00374,0.442,272417,0.0,7,0.889,0.124,-3.254,1,0.246,176.118,4,0.405,0.6363636363636364,0.756998080793896,0.75,5.960391,8.282045
135,48.0,6p4ovCfKKvRmMlWyvStUY4,620512,de,['Eminem'],"['detroit hip hop', 'hip hop', 'rap']",238653,Berzerk,2014/01,0.0229,0.735,238653,0.0,2,0.876,0.246,-4.045,1,0.332,95.076,4,0.669,0.18181818181818182,0.2828020409118569,0.75,13.659195,7.098309
137,40.0,6MvTH94jL3GxlVFO5Ssk1L,603924,de,['Stromae'],"['belgian pop', 'g-house']",231509,Papaoutai,2014/01,0.0311,0.715,231509,0.0,10,0.825,0.0737,-6.582,0,0.0804,115.955,4,0.262,0.9090909090909091,0.4049700416608154,0.75,8.113374,8.670832
